ClaimID,Status,FraudFlag,PolicyType,CoverageAmount,CustomerName,State,ClaimAmount,SettlementAmount,CostVariance,DaysToSettle,ClaimValueCategory,DateOfLoss,PolicyStartDate
30237,Approved,0,Health,34421.00,"Susan Wilson",VT,3807.88,3465.55,342.33,81,"Low Value",2025-03-23,2024-05-03
30238,Approved,0,Health,43352.00,"Diana Smith",ME,1266.86,1115.14,151.72,19,"Low Value",2024-01-01,2023-01-23
30239,Approved,0,Auto,39114.00,"Joan Gregory",ME,4307.79,3934.13,373.66,57,"Low Value",2023-08-29,2022-11-05
30240,Approved,0,Auto,69078.00,"Lisa Jennings",CT,13338.38,11702.76,1635.62,40,"Medium Value",2024-06-30,2024-04-09
30241,Approved,0,Auto,38285.00,"Ellen Smith",IN,1457.14,1415.95,41.19,84,"Low Value",2025-10-16,2025-05-06
30242,Approved,0,Health,13822.00,"Marvin Davis",AR,2172.79,1849.10,323.69,26,"Low Value",2023-04-30,2022-11-04
30243,Approved,0,Life,561403.00,"Eduardo Lam",OK,95145.70,89394.98,5750.72,60,"High Value",2022-11-05,2022-09-19
30244,Approved,0,Life,629214.00,"Timothy Bell",MN,93097.35,84365.15,8732.20,66,"High Value",2025-10-08,2025-05-09
30245,Approved,0,Home,659606.00,"Jennifer Hall",AR,32943.16,31980.87,962.29,40,"Medium Value",2024-01-22,2023-04-24
30246,Approved,0,Life,649769.00,"Noah Sanders",KS,85357.61,82217.62,3139.99,57,"High Value",2024-10-05,2024-07-04
30247,Approved,0,Life,383863.00,"Paul Neal",NJ,39388.01,36285.23,3102.78,50,"Medium Value",2023-05-29,2023-02-28
30248,Approved,0,Home,124614.00,"Sharon Gilmore",MO,19229.67,16352.10,2877.57,17,"Medium Value",2024-11-14,2024-02-08
30249,Approved,0,Life,768242.00,"Lori Fuentes",VI,116427.44,110598.45,5828.99,1,"High Value",2023-03-04,2023-02-03
30250,Approved,0,Life,92636.00,"Jose Salazar",GA,1747.72,1553.89,193.83,83,"Low Value",2025-07-21,2024-12-23
30251,Denied,0,Health,47622.00,"Marie Gutierrez",FM,1652.68,0.00,1652.68,15,"Low Value",2025-01-03,2024-05-29
30252,Denied,0,Health,20757.00,"Jill Anderson",IA,3614.30,0.00,3614.30,20,"Low Value",2025-08-05,2025-05-10
30253,Approved,0,Home,137378.00,"Laura Burton",MH,1998.68,1930.86,67.82,52,"Low Value",2025-05-03,2024-07-05
30254,Approved,0,Health,44185.00,"Trevor Love",MS,8288.05,7230.05,1058.00,54,"Low Value",2024-12-19,2024-05-23
30255,Approved,0,Auto,79414.00,"Christopher Cain",RI,3685.27,3482.17,203.10,15,"Low Value",2023-12-22,2023-10-18
30256,Denied,0,Life,662087.00,"Patrick Williams",LA,40040.99,0.00,40040.99,2,"Medium Value",2025-10-18,2025-04-16
30257,Approved,0,Health,48629.00,"Paul Chang",NC,4755.60,4346.50,409.10,86,"Low Value",2025-09-27,2025-04-15
30258,Denied,0,Life,947216.00,"George Jones",MH,117103.06,0.00,117103.06,28,"High Value",2025-01-23,2024-12-19
30259,Approved,0,Health,37643.00,"Timothy Wade",WV,5614.20,5213.34,400.86,5,"Low Value",2025-01-05,2024-06-16
30260,Approved,0,Auto,47029.00,"Kylie Park",NJ,1067.89,997.70,70.19,12,"Low Value",2023-10-25,2023-02-09
30261,Approved,0,Health,19866.00,"Laurie Anderson",WV,1309.89,1286.22,23.67,34,"Low Value",2023-05-20,2022-10-20
30262,Approved,0,Auto,30779.00,"Angela Solomon",PW,5511.22,5140.87,370.35,14,"Low Value",2023-03-19,2022-12-29
30263,Approved,0,Health,39875.00,"Emily Cummings",MS,5206.14,5103.52,102.62,85,"Low Value",2024-08-25,2023-09-06
30264,Denied,0,Home,286986.00,"Max Juarez",RI,21964.54,0.00,21964.54,28,"Medium Value",2023-10-17,2023-04-30
30265,Approved,0,Health,39139.00,"Shawn Wagner",PR,4204.42,3672.27,532.15,64,"Low Value",2023-01-12,2022-11-03
30266,Approved,0,Health,27398.00,"Deborah Clark",ME,3251.68,2822.96,428.72,34,"Low Value",2024-01-23,2023-11-29
30267,Approved,0,Health,12758.00,"John Turner",CO,2540.48,2239.55,300.93,78,"Low Value",2026-02-07,2025-04-17
30268,Approved,0,Life,231658.00,"Samuel Ward",RI,42945.60,41861.72,1083.88,66,"Medium Value",2023-10-19,2023-07-02
30269,Approved,0,Auto,57894.00,"Christine Marshall",PA,10856.99,10641.66,215.33,81,"Medium Value",2024-03-18,2024-02-21
30270,Denied,0,Life,976477.00,"Eric Jones",KY,49591.77,0.00,49591.77,4,"Medium Value",2025-04-15,2024-11-20
30271,Approved,0,Health,17068.00,"David Reese",KS,2611.84,2458.96,152.88,72,"Low Value",2024-03-31,2023-04-19
30272,Denied,0,Life,389045.00,"Christopher Mann",KY,14551.80,0.00,14551.80,28,"Medium Value",2024-03-08,2023-08-20
30273,Denied,0,Life,872518.00,"Scott Ellison",CA,138221.41,0.00,138221.41,14,"High Value",2023-07-27,2023-05-19
30274,Approved,0,Auto,89890.00,"Taylor Ball",FL,6137.29,5945.91,191.38,51,"Low Value",2023-08-25,2023-07-09
30275,Denied,0,Health,24699.00,"Cameron Green",ME,3059.48,0.00,3059.48,22,"Low Value",2024-07-22,2024-06-17
30277,Approved,0,Life,452086.00,"James Cunningham",DC,28944.89,27256.67,1688.22,11,"Medium Value",2025-03-10,2024-09-23
30278,Approved,0,Health,30650.00,"Jose Estes",CT,660.29,600.54,59.75,41,"Low Value",2025-01-25,2024-05-12
30279,Approved,0,Life,881000.00,"Jeremy Williams",ID,34218.10,33084.35,1133.75,37,"Medium Value",2025-02-18,2024-04-14
30280,Approved,0,Home,707606.00,"Ryan Barber",WI,91829.50,80837.77,10991.73,23,"High Value",2024-09-06,2023-11-10
30281,Approved,0,Health,25808.00,"Joshua Rodriguez",FL,1045.14,922.33,122.81,36,"Low Value",2025-01-12,2024-06-18
30282,Approved,0,Auto,33961.00,"Christopher Mann",KY,5089.43,4821.80,267.63,1,"Low Value",2023-01-11,2022-07-12
30283,Denied,0,Home,664270.00,"Katie Nelson",UT,68345.87,0.00,68345.87,28,"High Value",2023-06-01,2022-08-14
30285,Approved,0,Health,33946.00,"Adam Gray",AL,1742.19,1689.95,52.24,53,"Low Value",2023-10-22,2023-09-04
30286,Approved,0,Home,395036.00,"Kathleen Austin",NY,60089.79,56452.61,3637.18,69,"High Value",2023-11-04,2023-05-05
30287,Denied,0,Home,741846.00,"Andrew Perez",MA,85868.23,0.00,85868.23,11,"High Value",2022-10-04,2022-08-01
30288,Approved,0,Home,138251.00,"Samantha Rose",NH,22996.44,22411.36,585.08,61,"Medium Value",2025-05-26,2025-04-21
30289,Denied,0,Auto,25015.00,"Nathaniel Sanders",FL,4381.86,0.00,4381.86,16,"Low Value",2024-05-27,2023-06-27
30290,Approved,0,Auto,57197.00,"Emily Sullivan",DC,9211.68,7992.37,1219.31,22,"Low Value",2022-12-21,2022-10-02
30292,Approved,0,Health,17552.00,"Leslie White",TX,2077.74,1784.00,293.74,77,"Low Value",2025-07-29,2025-01-02
30293,Approved,0,Health,13231.00,"Elizabeth Reynolds",PW,2301.51,2122.45,179.06,61,"Low Value",2024-01-31,2023-02-08
30294,Approved,0,Life,775984.00,"Julie Weiss",GU,152836.37,130471.51,22364.86,33,"High Value",2024-08-22,2024-04-09
30295,Approved,0,Auto,91648.00,"Emily Campbell",AZ,4171.74,3945.23,226.51,61,"Low Value",2025-04-06,2024-05-23
30296,Approved,0,Auto,64168.00,"Jonathan Williams",VA,7531.43,7432.90,98.53,62,"Low Value",2024-01-02,2023-08-08
30297,Denied,0,Home,199536.00,"Amanda Evans",OH,9840.32,0.00,9840.32,19,"Low Value",2024-11-09,2024-03-21
30298,Approved,0,Auto,39429.00,"Jose Cooper",AL,912.00,822.39,89.61,59,"Low Value",2025-04-09,2024-10-28
30299,Approved,0,Life,264729.00,"Christine Bowen",ME,40715.16,34833.84,5881.32,88,"Medium Value",2025-08-24,2024-09-30
30300,Approved,0,Auto,93208.00,"James Cortez",AS,2037.50,2035.14,2.36,26,"Low Value",2023-12-06,2023-12-03
30301,Approved,0,Auto,36830.00,"Daniel Sanders",MN,5403.17,4642.30,760.87,85,"Low Value",2025-12-01,2025-03-07
30302,Approved,0,Home,534265.00,"Breanna Anderson",ND,78539.03,68429.81,10109.22,7,"High Value",2023-05-12,2022-07-23
30303,Approved,0,Life,379184.00,"Paul Ball",MH,73519.82,67839.34,5680.48,19,"High Value",2026-01-17,2025-01-22
30304,Approved,1,Life,672237.00,"Mark Gonzalez",NV,1036885.98,139908.41,896977.57,41,"High Value",2025-01-02,2024-04-06
30305,Denied,0,Auto,96928.00,"Lauren Holt",FL,15251.06,0.00,15251.06,12,"Medium Value",2023-12-26,2023-01-11
30306,Denied,0,Auto,79187.00,"Brandon Wright",OR,12841.53,0.00,12841.53,20,"Medium Value",2024-09-05,2024-08-29
30307,Approved,0,Health,35941.00,"Mr. Craig Finley",LA,4193.54,4081.72,111.82,54,"Low Value",2025-02-01,2025-01-25
30309,Approved,0,Auto,25485.00,"Tiffany Flowers",ID,5086.12,4763.59,322.53,69,"Low Value",2023-11-10,2022-11-21
30311,Approved,0,Health,35611.00,"Patricia Parker",MI,1870.88,1865.13,5.75,13,"Low Value",2025-04-23,2024-08-26
30313,Denied,0,Auto,30567.00,"Travis Chen",SD,1594.95,0.00,1594.95,10,"Low Value",2022-12-20,2022-07-04
30314,Denied,0,Health,22230.00,"Richard Yang",MD,2457.99,0.00,2457.99,23,"Low Value",2024-04-17,2024-02-24
30316,Approved,0,Health,31596.00,"Robert Anderson",SD,5024.67,4666.71,357.96,66,"Low Value",2024-06-19,2023-09-28
30317,Approved,0,Home,524275.00,"Robin Warner",AR,55645.01,50203.32,5441.69,78,"High Value",2024-12-09,2024-12-02
30318,Approved,0,Life,491800.00,"Kristopher Glover",PW,48744.39,41565.60,7178.79,27,"Medium Value",2024-09-02,2024-02-06
30319,Approved,0,Home,372880.00,"Dawn Carter",CT,7134.68,6265.92,868.76,83,"Low Value",2026-02-13,2025-02-28
30320,Denied,0,Home,525132.00,"Kevin Jones",VI,69185.00,0.00,69185.00,7,"High Value",2026-02-26,2025-06-30
30322,Approved,0,Life,835101.00,"Matthew Trevino",DE,71795.38,67104.35,4691.03,44,"High Value",2024-11-04,2024-06-30
30323,Approved,0,Life,617503.00,"Stephanie Fox",CO,55994.26,55985.76,8.50,82,"High Value",2023-11-08,2023-04-22
30325,Approved,0,Home,523525.00,"Michael Foster",OR,75124.17,68171.82,6952.35,79,"High Value",2025-02-18,2024-03-12
30326,Approved,0,Health,19159.00,"Austin Williams",MD,1622.42,1445.88,176.54,67,"Low Value",2025-07-14,2025-01-30
30327,Approved,0,Auto,82620.00,"Stanley Evans",IL,9614.68,9004.50,610.18,10,"Low Value",2023-05-11,2022-09-17
30328,Approved,0,Home,265054.00,"John Shaw",PR,15977.46,15128.44,849.02,57,"Medium Value",2025-09-14,2025-03-01
30329,Approved,0,Auto,25222.00,"Mark Johnson",WY,3078.83,2845.78,233.05,71,"Low Value",2023-08-24,2022-10-30
30330,Approved,0,Health,27725.00,"Roberta Williams",DE,5399.24,4953.90,445.34,77,"Low Value",2025-02-09,2024-12-05
30331,Approved,0,Life,922885.00,"Janet Villarreal",VI,111606.28,109995.48,1610.80,1,"High Value",2023-07-26,2022-11-10
30332,Approved,0,Life,350736.00,"Michelle Johnson",RI,35690.25,35538.48,151.77,89,"Medium Value",2024-07-18,2024-06-08
30333,Approved,0,Health,19159.00,"Austin Williams",MD,1413.95,1389.30,24.65,11,"Low Value",2025-02-19,2025-01-30
30334,Denied,0,Health,43218.00,"Renee Santana",OH,2734.23,0.00,2734.23,3,"Low Value",2025-03-13,2024-08-15
30335,Approved,0,Auto,98621.00,"Nicholas Mason",KY,2328.19,2228.35,99.84,41,"Low Value",2025-05-10,2024-08-05
30336,Approved,0,Health,37258.00,"Eileen Cook",AZ,3572.26,3327.03,245.23,1,"Low Value",2025-05-02,2024-10-29
30337,Denied,0,Life,777141.00,"Cassandra Mccormick",CA,35435.28,0.00,35435.28,20,"Medium Value",2024-09-26,2024-02-12
30338,Approved,0,Home,578574.00,"Kelly Ortega",MT,9937.92,9621.46,316.46,29,"Low Value",2024-07-05,2024-06-10
30339,Denied,0,Home,372930.00,"Natasha Cruz",VA,4350.94,0.00,4350.94,15,"Low Value",2024-03-10,2023-09-16
30340,Approved,0,Health,25374.00,"Tyler Williams",CT,3008.21,2722.55,285.66,19,"Low Value",2025-01-31,2024-11-27
30341,Denied,0,Home,157802.00,"Jessica Crosby",TX,5132.02,0.00,5132.02,20,"Low Value",2025-02-27,2024-07-25
30343,Denied,0,Home,168626.00,"Melissa Harris",VI,10735.82,0.00,10735.82,20,"Medium Value",2024-03-26,2023-06-30
30344,Approved,0,Health,14549.00,"Corey Cooke",NV,2465.85,2148.39,317.46,27,"Low Value",2024-07-21,2024-04-09
30345,Approved,0,Home,143584.00,"Cassie Wallace",CT,2159.74,2052.33,107.41,0,"Low Value",2025-12-12,2025-06-28
30346,Approved,0,Life,978369.00,"Adam Webb",TX,60406.63,55139.73,5266.90,51,"High Value",2022-10-15,2022-08-24
30347,Approved,0,Auto,46884.00,"Jessica Cooper",OR,6119.44,5599.01,520.43,12,"Low Value",2025-03-27,2024-07-06
30348,Denied,0,Health,44790.00,"Michael Hughes",PR,5979.80,0.00,5979.80,16,"Low Value",2024-05-30,2024-05-28
30349,Approved,0,Home,188650.00,"Abigail White",TN,15074.48,14861.01,213.47,8,"Medium Value",2025-11-10,2025-06-17
30350,Approved,0,Home,659877.00,"Mary Glover",AS,115787.63,107513.13,8274.50,25,"High Value",2023-11-24,2023-01-20
30351,Approved,0,Life,753567.00,"Allison Hunt",VA,8843.05,8532.25,310.80,29,"Low Value",2024-11-18,2024-04-01
30352,Denied,0,Auto,44754.00,"Paul Hunter",KS,5012.03,0.00,5012.03,6,"Low Value",2024-05-04,2024-02-01
30353,Approved,0,Life,843105.00,"Matthew Blankenship",SD,3461.68,3073.96,387.72,35,"Low Value",2024-08-10,2023-10-18
30354,Approved,0,Home,435441.00,"Sarah Osborn",AL,58933.87,50096.52,8837.35,84,"High Value",2024-03-21,2023-05-08
30355,Denied,0,Health,48048.00,"Cindy Warner",GU,9467.13,0.00,9467.13,5,"Low Value",2023-09-28,2023-01-24
30356,Denied,0,Auto,87401.00,"Jeremy Williams",ID,2740.84,0.00,2740.84,16,"Low Value",2025-08-23,2024-10-18
30358,Approved,0,Life,372949.00,"Monique Walker",MI,2809.73,2751.58,58.15,45,"Low Value",2022-10-29,2022-10-19
30359,Approved,0,Home,492765.00,"Michael Welch",OR,60908.18,60097.10,811.08,66,"High Value",2026-02-13,2025-06-19
30360,Approved,0,Life,178755.00,"Emily Shelton",FM,27876.57,24710.60,3165.97,30,"Medium Value",2025-08-23,2025-03-07
30361,Approved,0,Life,772889.00,"William Salas",AR,87926.14,86551.98,1374.16,76,"High Value",2025-02-24,2024-10-25
30362,Approved,0,Health,27598.00,"Daniel Pierce",FM,2819.93,2623.79,196.14,9,"Low Value",2023-02-01,2022-11-22
30363,Approved,0,Auto,59537.00,"Brenda Jordan",VA,2835.86,2611.20,224.66,48,"Low Value",2023-04-05,2023-02-23
30364,Approved,0,Home,362726.00,"Mr. James Chan MD",SD,13050.53,11219.12,1831.41,67,"Medium Value",2024-02-21,2023-07-01
30365,Approved,0,Auto,44895.00,"Scott Ellison",CA,3914.00,3861.01,52.99,9,"Low Value",2024-10-23,2024-01-06
30366,Approved,0,Auto,63337.00,"Andrea Perry",PR,10035.38,9577.04,458.34,76,"Medium Value",2023-04-24,2022-10-09
30367,Approved,0,Auto,47487.00,"Chase Smith",PA,3267.07,2920.03,347.04,22,"Low Value",2024-09-28,2024-09-17
30368,Denied,0,Life,150359.00,"Matthew Hoffman II",MS,4791.57,0.00,4791.57,23,"Low Value",2025-02-16,2024-08-29
30369,Approved,0,Life,149618.00,"Melissa Snyder",VT,15139.69,13921.01,1218.68,16,"Medium Value",2025-06-02,2024-07-11
30370,Approved,0,Life,962770.00,"Connie Carey",CA,152506.97,149850.57,2656.40,88,"High Value",2024-10-14,2023-12-03
30371,Approved,0,Home,546149.00,"Jason Miles",KS,42945.76,36976.28,5969.48,60,"Medium Value",2023-11-01,2023-09-16
30372,Approved,0,Life,186021.00,"Tony Riley",WY,37060.48,33705.62,3354.86,80,"Medium Value",2023-12-01,2023-05-09
30373,Approved,0,Auto,34788.00,"Christopher Acevedo",MS,3803.77,3352.61,451.16,66,"Low Value",2023-06-11,2022-07-26
30374,Denied,1,Home,294400.00,"Timothy Monroe",VI,25484.83,0.00,25484.83,203,"Medium Value",2022-10-29,2022-10-23
30375,Approved,0,Home,551939.00,"Jason Bowers",ID,21264.22,20440.14,824.08,62,"Medium Value",2025-01-15,2024-11-28
30376,Approved,0,Home,132314.00,"Michelle Bush",IN,8078.60,7720.70,357.90,81,"Low Value",2024-08-18,2024-04-10
30377,Denied,0,Auto,90645.00,"Cynthia Dorsey",VI,11760.86,0.00,11760.86,9,"Medium Value",2024-05-25,2023-09-22
30378,Approved,0,Auto,30135.00,"Joshua Allen",NH,2698.27,2482.79,215.48,41,"Low Value",2025-07-03,2024-10-01
30379,Approved,0,Health,18597.00,"Denise Marsh",NM,583.96,512.92,71.04,28,"Low Value",2023-09-11,2022-10-04
30380,Denied,0,Health,21188.00,"James Parrish",DE,3242.94,0.00,3242.94,19,"Low Value",2024-11-13,2024-04-10
30381,Approved,0,Life,451138.00,"John Shaw",PR,24474.13,21008.25,3465.88,29,"Medium Value",2025-11-13,2025-03-30
30382,Denied,0,Home,336829.00,"Matthew Griffin",RI,3050.18,0.00,3050.18,24,"Low Value",2023-05-27,2022-08-02
30383,Denied,0,Health,40689.00,"Elizabeth Baker",CO,6609.88,0.00,6609.88,5,"Low Value",2024-04-06,2023-07-16
30384,Approved,0,Life,642595.00,"Andrea Blankenship",MP,121803.52,110803.53,10999.99,38,"High Value",2023-12-30,2023-07-24
30385,Denied,0,Life,587062.00,"Ryan Duke",PR,90716.72,0.00,90716.72,6,"High Value",2025-03-05,2024-05-01
30387,Approved,0,Auto,41519.00,"George Bass",MN,1699.87,1617.01,82.86,4,"Low Value",2023-02-27,2022-08-25
30389,Denied,0,Health,36045.00,"Katie Nelson",UT,531.53,0.00,531.53,13,"Low Value",2025-05-20,2025-03-05
30390,Approved,0,Home,420195.00,"Ann Quinn",NE,73117.09,69639.46,3477.63,84,"High Value",2024-05-11,2023-05-24
30391,Approved,0,Health,11083.00,"Joseph Forbes",IN,1550.63,1536.16,14.47,1,"Low Value",2026-02-04,2025-04-25
30392,Denied,1,Home,634711.00,"Wanda Carpenter",NC,388088.13,62238.39,325849.74,8,"High Value",2025-05-26,2024-06-21
30393,Approved,0,Life,594992.00,"Philip Lewis",OR,82152.78,75067.07,7085.71,12,"High Value",2024-09-21,2024-08-04
30394,Approved,0,Auto,35700.00,"Melissa Miller",NJ,6139.52,5591.93,547.59,2,"Low Value",2024-01-05,2023-09-09
30396,Approved,0,Auto,84266.00,"Desiree Dixon",IN,10959.85,10485.40,474.45,73,"Medium Value",2025-01-08,2024-12-14
30397,Approved,0,Home,226102.00,"Corey Cooke",NV,31943.91,30964.57,979.34,76,"Medium Value",2024-07-16,2023-07-19
30398,Approved,0,Life,756482.00,"Elizabeth Gamble",HI,114815.75,100290.73,14525.02,80,"High Value",2024-05-10,2024-03-02
30399,Approved,0,Home,633369.00,"Robert Kennedy",HI,101110.56,91279.67,9830.89,80,"High Value",2024-12-09,2024-06-23
30400,Denied,0,Health,12478.00,"Russell Mason",VA,1356.68,0.00,1356.68,6,"Low Value",2024-05-26,2023-11-23
30401,Approved,0,Health,42521.00,"Vincent Cooper",GU,1024.49,909.72,114.77,86,"Low Value",2025-09-03,2025-03-26
30402,Approved,0,Home,497982.00,"William Carroll",IN,55640.28,55534.74,105.54,11,"High Value",2023-11-11,2023-07-02
30403,Denied,0,Health,23047.00,"Janet Jones",MH,3992.77,0.00,3992.77,15,"Low Value",2023-06-26,2022-12-07
30404,Approved,0,Life,91291.00,"Elizabeth Miller",NE,15519.02,15059.41,459.61,66,"Medium Value",2023-06-12,2022-10-28
30405,Approved,0,Health,14432.00,"Patricia Moore",NM,1571.66,1338.76,232.90,50,"Low Value",2023-06-14,2023-06-06
30406,Approved,0,Health,32562.00,"Andrew Ford",WI,3571.83,3057.19,514.64,64,"Low Value",2025-02-16,2025-01-14
30407,Approved,0,Auto,74854.00,"Kimberly Morton",KS,5342.66,4688.03,654.63,47,"Low Value",2026-01-21,2025-06-17
30408,Approved,0,Life,143652.00,"Kimberly Bean",AR,7631.09,7012.88,618.21,59,"Low Value",2023-04-01,2022-08-28
30409,Approved,0,Auto,33679.00,"Wanda Johnson",DC,5799.63,5616.36,183.27,78,"Low Value",2023-08-12,2023-07-05
30410,Approved,0,Auto,39393.00,"Kenneth Le",DE,5260.30,5233.65,26.65,16,"Low Value",2024-03-09,2024-01-02
30411,Approved,0,Health,19767.00,"Nathan Hernandez",VI,869.47,778.48,90.99,79,"Low Value",2023-04-11,2022-12-03
30412,Denied,0,Auto,37461.00,"Tina Patel",NY,3534.89,0.00,3534.89,4,"Low Value",2023-06-28,2022-11-13
30413,Approved,0,Home,199493.00,"Tara Morrow",AR,26507.17,23572.13,2935.04,21,"Medium Value",2025-02-08,2024-08-02
30414,Approved,0,Auto,96439.00,"Marcus Smith",HI,11450.64,11202.27,248.37,50,"Medium Value",2024-09-30,2024-03-07
30415,Approved,0,Auto,86932.00,"Olivia Stein",NE,8343.39,7918.37,425.02,30,"Low Value",2025-02-24,2024-06-17
30417,Approved,0,Life,169379.00,"Maria Harris",AR,27492.59,27232.99,259.60,45,"Medium Value",2025-08-14,2024-08-24
30419,Approved,0,Life,887787.00,"Steven Conner",CO,103129.97,88505.84,14624.13,42,"High Value",2023-12-10,2023-10-30
30420,Approved,0,Life,434739.00,"Robert Carr",OH,56311.13,54176.38,2134.75,67,"High Value",2023-08-30,2023-07-09
30421,Approved,0,Life,996186.00,"Brianna Davis",FL,139200.24,135050.33,4149.91,63,"High Value",2023-06-14,2022-09-10
30422,Approved,0,Home,337135.00,"Mrs. Lauren Andrews",CT,10493.73,9001.92,1491.81,50,"Medium Value",2024-01-14,2023-04-08
30423,Approved,0,Health,12151.00,"Karen Lewis",WA,2060.48,1896.45,164.03,60,"Low Value",2024-08-12,2024-07-31
30425,Approved,0,Home,398689.00,"Patrick Wilson",AL,41228.22,37525.28,3702.94,68,"Medium Value",2024-07-12,2023-12-26
30426,Denied,0,Auto,57909.00,"Krista Rodriguez",NY,3130.50,0.00,3130.50,1,"Low Value",2024-07-23,2023-08-01
30427,Approved,0,Home,340970.00,"Cassandra Davis",MS,938.82,864.92,73.90,64,"Low Value",2024-05-05,2023-08-21
30428,Denied,0,Auto,41050.00,"Teresa Arnold",SC,1458.39,0.00,1458.39,19,"Low Value",2024-04-12,2023-05-15
30430,Approved,0,Home,195930.00,"Lydia Kelly",NH,31793.13,28410.61,3382.52,45,"Medium Value",2023-07-24,2023-07-05
30432,Approved,0,Auto,71690.00,"Kevin Price",FL,8758.50,7564.62,1193.88,19,"Low Value",2023-12-02,2023-07-21
30433,Denied,0,Auto,34961.00,"Richard Gregory",KS,686.02,0.00,686.02,20,"Low Value",2024-05-25,2023-07-29
30434,Approved,0,Health,15668.00,"Andrea Holloway",KS,1616.28,1414.02,202.26,75,"Low Value",2025-11-14,2024-11-20
30435,Denied,0,Auto,38799.00,"Stephanie Simpson",NV,6299.86,0.00,6299.86,7,"Low Value",2024-03-01,2023-04-20
30436,Approved,0,Home,235557.00,"Jamie Greer",AR,33414.93,32976.27,438.66,76,"Medium Value",2025-01-16,2024-08-28
30437,Approved,0,Home,668685.00,"Richard Greene",NH,33092.38,32977.79,114.59,21,"Medium Value",2024-02-09,2023-03-25
30438,Approved,0,Life,473497.00,"Kristine Love",LA,45052.98,44005.72,1047.26,73,"Medium Value",2024-10-22,2024-01-04
30439,Approved,0,Health,48629.00,"Paul Chang",NC,2010.50,1735.41,275.09,25,"Low Value",2025-09-14,2025-04-15
30440,Approved,0,Life,264642.00,"Joseph Barry",NY,26050.98,23745.91,2305.07,55,"Medium Value",2024-07-01,2023-10-04
30441,Approved,0,Home,214443.00,"Carlos Stout",ND,4978.66,4323.52,655.14,21,"Low Value",2023-01-22,2022-08-26
30443,Denied,0,Auto,73412.00,"Nicole Brown",NC,10767.75,0.00,10767.75,10,"Medium Value",2025-03-13,2024-12-05
30444,Approved,0,Life,158853.00,"Barbara Jones",DE,13746.57,13538.34,208.23,47,"Medium Value",2023-04-28,2023-02-20
30445,Approved,0,Home,287034.00,"Mary Brown",MD,39858.85,38149.59,1709.26,75,"Medium Value",2023-05-15,2022-12-24
30446,Approved,0,Home,573031.00,"Vanessa Harvey",OR,18696.48,18007.51,688.97,71,"Medium Value",2023-12-24,2023-08-21
30447,Approved,0,Home,694298.00,"Desiree Dixon",IN,29241.71,25040.34,4201.37,84,"Medium Value",2025-01-13,2024-01-16
30448,Approved,0,Life,984775.00,"Courtney Rodriguez",ND,160020.47,137337.72,22682.75,85,"High Value",2024-08-05,2024-04-13
30449,Approved,0,Health,14883.00,"Amy King",NV,1321.80,1282.88,38.92,27,"Low Value",2023-12-14,2023-03-03
30450,Approved,0,Health,44563.00,"Mrs. Sarah Moore MD",WI,6414.83,6407.64,7.19,66,"Low Value",2024-05-01,2023-10-27
30451,Approved,0,Auto,73032.00,"Sarah Osborn",AL,6897.04,6887.05,9.99,7,"Low Value",2024-02-13,2023-03-26
30452,Denied,0,Home,238026.00,"Matthew Baker DDS",OR,1319.98,0.00,1319.98,12,"Low Value",2023-03-29,2022-07-16
30454,Denied,0,Home,702714.00,"Anthony Morris",MO,44073.19,0.00,44073.19,5,"Medium Value",2025-12-23,2025-02-25
30456,Approved,0,Auto,40390.00,"Angela Miller",NC,4534.17,4532.54,1.63,24,"Low Value",2024-09-27,2024-07-01
30457,Approved,0,Home,243836.00,"Tina Nguyen",TX,39107.38,36908.80,2198.58,42,"Medium Value",2025-04-23,2025-04-20
30459,Approved,0,Life,867677.00,"Cheryl Hart",VA,57759.45,54530.24,3229.21,59,"High Value",2025-04-14,2024-09-29
30460,Approved,0,Life,282956.00,"Theresa Cain",MO,42446.14,42007.97,438.17,11,"Medium Value",2023-09-12,2022-12-19
30461,Approved,0,Life,146936.00,"April Koch",KS,17309.48,15464.91,1844.57,4,"Medium Value",2026-01-14,2025-06-03
30462,Approved,0,Health,43132.00,"Lisa Cruz",AS,4476.65,4393.53,83.12,39,"Low Value",2024-08-11,2024-01-23
30463,Approved,0,Life,199875.00,"Amy Zamora",MH,25903.19,25233.46,669.73,39,"Medium Value",2023-10-14,2023-09-05
30464,Denied,0,Auto,36092.00,"Stephanie Love",GA,5789.63,0.00,5789.63,4,"Low Value",2022-09-04,2022-08-18
30465,Approved,0,Life,115811.00,"Angelica Jackson",ME,6115.24,5794.59,320.65,23,"Low Value",2025-01-19,2024-07-15
30466,Approved,0,Auto,90055.00,"Meagan Wright",PA,9824.91,8461.08,1363.83,5,"Low Value",2023-11-17,2023-07-13
30467,Denied,0,Home,314152.00,"Pamela Marshall",DE,61290.84,0.00,61290.84,12,"High Value",2024-04-20,2023-04-26
30468,Approved,0,Auto,38841.00,"Kimberly Green",NE,4498.97,4199.65,299.32,38,"Low Value",2025-05-09,2024-10-24
30469,Approved,0,Auto,76403.00,"Zachary Williams",MD,6217.81,5419.96,797.85,62,"Low Value",2023-07-20,2023-02-05
30470,Approved,0,Home,380307.00,"Jessica Salinas",TN,26971.76,25167.50,1804.26,2,"Medium Value",2025-08-09,2025-01-01
